flawfinder,diff,mlpack,0.033591270446777344,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,cf_main.cpp,src/mlpack/methods/cf/cf_main.cpp,18,4,0,not detected
flawfinder,diff,mlpack,0.029511451721191406,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,fastmks_main.cpp,src/mlpack/methods/fastmks/fastmks_main.cpp,29,3,0,not detected
flawfinder,diff,mlpack,0.02987837791442871,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,hmm_train_main.cpp,src/mlpack/methods/hmm/hmm_train_main.cpp,14,4,2,detected,"/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:321:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n      char lineBuf[1024];","/media/nimashiri/DATA/vsprojects/ICSE23/vul_hmm_train_main.cpp:472:  [2] (buffer) char:\n  Statically-sized arrays can be improperly restricted, leading to potential\n  overflows or other issues (CWE-119!/CWE-120). Perform bounds checking, use\n  functions that limit length, or ensure that the size is larger than the\n  maximum possible length.\n    char lineBuf[1024]; // Max 1024 characters... hopefully long enough.\n\nANALYSIS SUMMARY:\n\nHits = 2\nLines analyzed = 532 in approximately 0.01 seconds (71631 lines/second)\nPhysical Source Lines of Code (SLOC) = 386\nHits@level = [0]   0 [1]   0 [2]   2 [3]   0 [4]   0 [5]   0\nHits@level+ = [0+]   2 [1+]   2 [2+]   2 [3+]   0 [4+]   0 [5+]   0\nHits/KSLOC@level+ = [0+] 5.18135 [1+] 5.18135 [2+] 5.18135 [3+]   0 [4+]   0 [5+]   0\nMinimum risk level = 1\n\nNot every hit is necessarily a security vulnerability.\nYou can inhibit a report by adding a comment in this form:\n// flawfinder: ignore\nMake *sure* it's a false positive!\nYou can use the option --neverignore to show these.\n\nThere may be other security vulnerabilities; review your code!\nSee 'Secure Programming HOWTO'\n(https://dwheeler.com/secure-programs) for more information."
flawfinder,diff,mlpack,0.02860283851623535,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,kde_impl.hpp,src/mlpack/methods/kde/kde_impl.hpp,10,1,0,not detected
flawfinder,diff,mlpack,0.026381969451904297,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,https://github.com/mlpack/mlpack/commit/bde18b80ada1e0d5774f17c39cb72477a1a97618,preprocess_scale_main.cpp,src/mlpack/methods/preprocess/preprocess_scale_main.cpp,16,3,0,not detected
flawfinder,diff,mlpack,0.025343894958496094,https://github.com/mlpack/mlpack/commit/177463e2effa3c313cc6c46edf99a47af031e871,https://github.com/mlpack/mlpack/commit/177463e2effa3c313cc6c46edf99a47af031e871,gmm.cpp,src/mlpack/methods/gmm/gmm.cpp,9,7,0,not detected
flawfinder,diff,mlpack,0.030423641204833984,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,kfn_main.cpp,src/mlpack/methods/neighbor_search/kfn_main.cpp,2,2,0,not detected
flawfinder,diff,mlpack,0.029745817184448242,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,furthest_neighbor_sort.hpp,src/mlpack/methods/neighbor_search/sort_policies/furthest_neighbor_sort.hpp,3,1,0,not detected
flawfinder,diff,mlpack,0.025400638580322266,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,furthest_neighbor_sort_impl.hpp,src/mlpack/methods/neighbor_search/sort_policies/furthest_neighbor_sort_impl.hpp,5,5,0,not detected
flawfinder,diff,mlpack,0.025882720947265625,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,https://github.com/mlpack/mlpack/commit/09cb26c5f20502617af2eec5a96dccbec7bdfc40,nearest_neighbor_sort.hpp,src/mlpack/methods/neighbor_search/sort_policies/nearest_neighbor_sort.hpp,3,1,0,not detected
